"project","organization","location","recording_date","recording_time","status","latitude","longitude","buffer_radius_m","species_code","scientific_name","species_english_name","method","rain","wind","noise","industry_noise","audio_quality","species_individual_name","transcriber","abundance","confidence","min0_voc","min0_start","min0_freq_range","min0_tag_duration","min1_voc","min1_start","min1_freq_range","min1_tag_duration","min2_voc","min2_start","min2_freq_range","min2_tag_duration","min3_voc","min3_start","min3_freq_range","min3_tag_duration","min4_voc","min4_start","min4_freq_range","min4_tag_duration","min5_voc","min5_start","min5_freq_range","min5_tag_duration","min6_voc","min6_start","min6_freq_range","min6_tag_duration","min7_voc","min7_start","min7_freq_range","min7_tag_duration","min8_voc","min8_start","min8_freq_range","min8_tag_duration","min9_voc","min9_start","min9_freq_range","min9_tag_duration","comment","species_comment","source_file_name"
"ABMI Ecosystem Health 2017","ABMI","376-SW","2017-06-03","7:10:00","Transcribed",57.746975,-115.406548,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,2,0,"No audio quality issues",1,"Laurel McDonald","ONE","Confident","Song","4.5","2.24kHz to 7.84kHz","2.56","Song","3.5","2.24kHz to 7.84kHz","2.56","Song","4.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0376-SW_20170603_071000.wav"
"ABMI Ecosystem Health 2017","ABMI","376-SW","2017-06-03","7:10:00","Transcribed",57.746975,-115.406548,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,2,0,"No audio quality issues",2,"Laurel McDonald","ONE","Confident","Song","22.5","2.24kHz to 7.84kHz","2.56","Song","5.5","2.24kHz to 7.84kHz","2.56","Song","10.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0376-SW_20170603_071000.wav"
"ABMI Ecosystem Health 2017","ABMI","416-SE","2017-06-03","7:10:00","Transcribed",57.262726,-112.114517,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,1,0,0,"No audio quality issues",1,"Natasha Annich","TMTC","Confident","Song","0.5","2.24kHz to 7.84kHz","2.56","Song","0.5","2.24kHz to 7.84kHz","2.56","Song","1.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0416-SE_20170603_071000.wav"
"ABMI Ecosystem Health 2017","ABMI","555-NW","2017-06-03","7:10:00","Transcribed",56.762229,-117.039635,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",1,"Connor Charchuk","TMTC","Confident","Song","0.5","2.24kHz to 7.84kHz","2.56","Song","1.5","2.24kHz to 7.84kHz","2.56","Song","1.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0555-NW_20170603_071000.wav"
"ABMI Ecosystem Health 2017","ABMI","621-NE","2017-06-03","7:10:00","Transcribed",56.331802,-116.141838,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",1,"Connor Charchuk","ONE","Confident","Song","5.5","2.24kHz to 7.84kHz","2.56","Song","9.5","2.24kHz to 7.84kHz","2.56","Song","4.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0621-NE_20170603_071000.wav"
"ABMI Ecosystem Health 2017","ABMI","621-NE","2017-06-03","7:10:00","Transcribed",56.331802,-116.141838,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",2,"Connor Charchuk","ONE","Confident","Song","38.5","2.24kHz to 7.84kHz","2.56","","","","","","","","","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0621-NE_20170603_071000.wav"
"ABMI Ecosystem Health 2017","ABMI","668-NE","2017-06-03","7:10:00","Transcribed",55.687175,-111.442703,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,2,0,0,"No audio quality issues",1,"Scott Wilson","ONE","Confident","Song","6.5","2.24kHz to 7.84kHz","2.56","Song","8.5","2.24kHz to 7.84kHz","2.56","Song","0.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0668-NE_20170603_071000.wav"
"ABMI Ecosystem Health 2017","ABMI","691-SE","2017-06-03","7:10:00","Transcribed",55.805694,-113.99424,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,2,0,0,"No audio quality issues",1,"Angela Nerbas","ONE","Confident","Song","4.5","2.24kHz to 7.84kHz","2.56","","","","","Song","11.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0691-SE_20170603_071000.wav"
"ABMI Ecosystem Health 2017","ABMI","693-SE","2017-06-03","7:10:00","Transcribed",55.743892,-113.3946,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,2,0,0,"No audio quality issues",1,"Brandon Law","ONE","Confident","","","","","Song","15.5","2.24kHz to 7.84kHz","2.56","","","","","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","FAINTVOLUME 24","ABMI-0693-SE_0+1_20170603_071000.wac"
"ABMI Edge-Interior Surveys 2017","ABMI","OG-EI-745-41-1","2017-06-03","7:10:00","Transcribed",55.613079,-116.673596,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,1,"No audio quality issues",1,"Nicole Boucher","ONE","Confident","Song","21.5","2.24kHz to 7.84kHz","2.56","Song","3.5","2.24kHz to 7.84kHz","2.56","Song","12.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-OG-EI-0745-41-1_20170603_071000.wac"
"ABMI Edge-Interior Surveys 2017","ABMI","OG-EI-817-41-2","2017-06-03","7:10:00","Transcribed",NA,NA,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,1,"No audio quality issues",1,"Connor Charchuk","ONE","Confident","Song","8.5","2.24kHz to 7.84kHz","2.56","","","","","","","","","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-OG-EI-0817-41-2_20170603_071000.wav"
"ABMI Ecosystem Health 2017","ABMI","1427-NW","2017-06-04","7:09:00","Transcribed",51.468898,-114.585999,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,1,0,1,"No audio quality issues",1,"Kiirsti Owen","ONE","Confident","Song","7.5","2.24kHz to 7.84kHz","2.56","Song","11.5","2.24kHz to 7.84kHz","2.56","Song","10.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-1427-NW_0+1_20170604_070900.wac"
"ABMI Ecosystem Health 2017","ABMI","1427-NW","2017-06-04","7:09:00","Transcribed",51.468898,-114.585999,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,1,0,1,"No audio quality issues",2,"Kiirsti Owen","ONE","Confident","Song","14.5","2.24kHz to 7.84kHz","2.56","Song","14.5","2.24kHz to 7.84kHz","2.56","Song","15.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-1427-NW_0+1_20170604_070900.wac"
"ABMI Ecosystem Health 2017","ABMI","346-NW","2017-06-04","7:09:00","Transcribed",57.92984,-115.381592,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,1,0,0,"No audio quality issues",1,"Nicole Boucher","ONE","Confident","Song","6.5","2.24kHz to 7.84kHz","2.56","Song","3.5","2.24kHz to 7.84kHz","2.56","","","","","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0346-NW_20170604_070900.wav"
"ABMI Ecosystem Health 2017","ABMI","346-NW","2017-06-04","7:09:00","Transcribed",57.92984,-115.381592,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,1,0,0,"No audio quality issues",2,"Nicole Boucher","ONE","Confident","Song","16.5","2.24kHz to 7.84kHz","2.56","","","","","Song","0.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0346-NW_20170604_070900.wav"
"ABMI Ecosystem Health 2017","ABMI","346-NW","2017-06-04","7:09:00","Transcribed",57.92984,-115.381592,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,1,0,0,"No audio quality issues",3,"Nicole Boucher","ONE","Confident","Song","25.5","2.24kHz to 7.84kHz","2.56","Song","0.5","2.24kHz to 7.84kHz","2.56","Song","1.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0346-NW_20170604_070900.wav"
"ABMI Ecosystem Health 2017","ABMI","587-NW","2017-06-04","7:09:00","Transcribed",56.55088,-116.733871,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",1,"Kevan Cowcill","ONE","Confident","Song","0.5","2.24kHz to 7.84kHz","2.56","Song","2.5","2.24kHz to 7.84kHz","2.56","Song","2.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","4khzMic volume 16","ABMI-0587-NW_0+1_20170604_070900.wac"
"ABMI Ecosystem Health 2017","ABMI","587-NW","2017-06-04","7:09:00","Transcribed",56.55088,-116.733871,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",2,"Kevan Cowcill","ONE","Confident","Song","1.5","2.24kHz to 7.84kHz","2.56","Song","22.5","2.24kHz to 7.84kHz","2.56","Song","1.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","closerMic volume 16","ABMI-0587-NW_0+1_20170604_070900.wac"
"ABMI Ecosystem Health 2017","ABMI","587-NW","2017-06-04","7:09:00","Transcribed",56.55088,-116.733871,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",3,"Kevan Cowcill","ONE","Confident","Song","14.5","2.24kHz to 7.84kHz","2.56","Song","10.5","2.24kHz to 7.84kHz","2.56","Song","16.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","AE:2-3 faintMic volume 16","ABMI-0587-NW_0+1_20170604_070900.wac"
"ABMI Ecosystem Health 2017","ABMI","587-NW","2017-06-04","7:09:00","Transcribed",56.55088,-116.733871,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",4,"Kevan Cowcill","ONE","Confident","Song","23.5","2.24kHz to 7.84kHz","2.56","Song","6.5","2.24kHz to 7.84kHz","2.56","Song","11.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","loudestMic volume 16","ABMI-0587-NW_0+1_20170604_070900.wac"
"ABMI Ecosystem Health 2017","ABMI","588-SW","2017-06-04","7:09:00","Transcribed",56.568489,-116.374451,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",1,"Scott Wilson","ONE","Confident","Song","6.5","2.24kHz to 7.84kHz","2.56","Song","4.5","2.24kHz to 7.84kHz","2.56","Song","0.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0588-SW_20170604_070900.wav"
"ABMI Ecosystem Health 2017","ABMI","588-SW","2017-06-04","7:09:00","Transcribed",56.568489,-116.374451,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",2,"Scott Wilson","ONE","Confident","Song","56.5","2.24kHz to 7.84kHz","2.56","Song","37.5","2.24kHz to 7.84kHz","2.56","Song","30.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0588-SW_20170604_070900.wav"
"ABMI Ecosystem Health 2017","ABMI","602-NE","2017-06-04","7:09:00","Transcribed",56.086975,-111.859787,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,2,"No audio quality issues",1,"Kevan Cowcill","ONE","Confident","Song","1.5","2.24kHz to 7.84kHz","2.56","Song","29.5","2.24kHz to 7.84kHz","2.56","Song","7.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","may have called at 1:01, but too indistinct to be certainMic volume 24 (before calibration)","ABMI-0602-NE_20170604_070900.wav"
"ABMI Ecosystem Health 2017","ABMI","619-SE","2017-06-04","7:09:00","Transcribed",56.345371,-116.711296,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",1,"Brandon Law","ONE","Confident","Song","0.5","2.24kHz to 7.84kHz","2.56","Song","1.5","2.24kHz to 7.84kHz","2.56","Song","34.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0619-SE_20170604_070900.wav"
"ABMI Ecosystem Health 2017","ABMI","619-SE","2017-06-04","7:09:00","Transcribed",56.345371,-116.711296,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",2,"Brandon Law","ONE","Confident","Song","4.5","2.24kHz to 7.84kHz","2.56","Song","7.5","2.24kHz to 7.84kHz","2.56","Song","12.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0619-SE_20170604_070900.wav"
"ABMI Ecosystem Health 2017","ABMI","619-SE","2017-06-04","7:09:00","Transcribed",56.345371,-116.711296,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",3,"Brandon Law","ONE","Confident","","","","","Song","37.5","2.24kHz to 7.84kHz","2.56","Song","32.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0619-SE_20170604_070900.wav"
"ABMI Ecosystem Health 2017","ABMI","651-SW","2017-06-04","7:09:00","Transcribed",56.221805,-116.832489,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,1,"No audio quality issues",1,"Nicole Boucher","ONE","Confident","Song","6.5","2.24kHz to 7.84kHz","2.56","Song","0.5","2.24kHz to 7.84kHz","2.56","Song","1.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0651-SW_0+1_20170604_070900.wac"
"ABMI Ecosystem Health 2017","ABMI","653-SE","2017-06-04","7:09:00","Transcribed",56.148235,-116.120285,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,1,"No audio quality issues",1,"Brandon Law","ONE","Confident","Song","44.5","2.24kHz to 7.84kHz","2.56","","","","","Song","55.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","FAINTVOLUME 24","ABMI-0653-SE_20170604_070900.wav"
"ABMI Ecosystem Health 2017","ABMI","753-NE","2017-06-04","7:09:00","Transcribed",55.416236,-114.079887,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",2,1,2,0,"No audio quality issues",1,"Alex Stone","ONE","Confident","Song","5.5","2.24kHz to 7.84kHz","2.56","Song","7.5","2.24kHz to 7.84kHz","2.56","","","","","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0753-NE_20170604_070900.wav"
"ABMI Ecosystem Health 2017","ABMI","754-SE","2017-06-04","7:09:00","Transcribed",55.403594,-113.770721,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,2,2,0,"No audio quality issues",1,"Alex Stone","ONE","Confident","Song","0.5","2.24kHz to 7.84kHz","2.56","","","","","","","","","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0754-SE_20170604_070900.wav"
"ABMI Ecosystem Health 2017","ABMI","755-NW","2017-06-04","7:09:00","Transcribed",55.346961,-113.453072,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",1,0,0,0,"No audio quality issues",1,"Tyne Baker","TMTC","Confident","Song","0.5","2.24kHz to 7.84kHz","2.56","Song","0.5","2.24kHz to 7.84kHz","2.56","Song","2.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0755-NW_20170604_070900.wav"
"ABMI Ecosystem Health 2017","ABMI","826-SW","2017-06-04","7:09:00","Transcribed",54.784748,-111.481438,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,1,0,"No audio quality issues",1,"Kiirsti Owen","ONE","Confident","Song","9.5","2.24kHz to 7.84kHz","2.56","Song","7.5","2.24kHz to 7.84kHz","2.56","Song","0.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0826-SW_20170604_070900.wav"
"ABMI Ecosystem Health 2017","ABMI","826-SW","2017-06-04","7:09:00","Transcribed",54.784748,-111.481438,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,1,0,"No audio quality issues",2,"Kiirsti Owen","ONE","Confident","Song","20.5","2.24kHz to 7.84kHz","2.56","Song","32.5","2.24kHz to 7.84kHz","2.56","Song","20.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","FURTHERVOLUME 94","ABMI-0826-SW_20170604_070900.wav"
"ABMI Ecosystem Health 2017","ABMI","826-SW","2017-06-04","7:09:00","Transcribed",54.784748,-111.481438,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,1,0,"No audio quality issues",3,"Kiirsti Owen","ONE","Confident","","","","","Song","5.5","2.24kHz to 7.84kHz","2.56","Song","3.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","DISTANTVOLUME 94","ABMI-0826-SW_20170604_070900.wav"
"ABMI Edge-Interior Surveys 2017","ABMI","OG-EI-744-41-1","2017-06-04","7:09:00","Transcribed",NA,NA,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",1,"Brandon Law","ONE","Confident","Song","5.5","2.24kHz to 7.84kHz","2.56","Song","55.5","2.24kHz to 7.84kHz","2.56","Song","14.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-OG-EI-0744-41-1_20170604_070900.wav"
"ABMI Edge-Interior Surveys 2017","ABMI","OG-EI-744-41-1","2017-06-04","7:09:00","Transcribed",NA,NA,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",2,"Brandon Law","ONE","Confident","Song","21.5","2.24kHz to 7.84kHz","2.56","Song","9.5","2.24kHz to 7.84kHz","2.56","Song","0.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-OG-EI-0744-41-1_20170604_070900.wav"
"ABMI Edge-Interior Surveys 2017","ABMI","OG-EI-745-42-1","2017-06-04","7:09:00","Transcribed",NA,NA,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",1,"Kevan Cowcill","ONE","Confident","Song","0.5","2.24kHz to 7.84kHz","2.56","Song","7.5","2.24kHz to 7.84kHz","2.56","Song","14.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","distantMic volume 24. Lots going on, many birds masked by closer birds.","ABMI-OG-EI-0745-42-1_20170604_070900.wav"
"ABMI Edge-Interior Surveys 2017","ABMI","OG-EI-745-42-1","2017-06-04","7:09:00","Transcribed",NA,NA,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",2,"Kevan Cowcill","ONE","Confident","","","","","Song","24.5","2.24kHz to 7.84kHz","2.56","Song","16.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-OG-EI-0745-42-1_20170604_070900.wav"
"ABMI Edge-Interior Surveys 2017","ABMI","OG-EI-745-42-2","2017-06-04","7:09:00","Transcribed",NA,NA,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",1,"Brandon Law","ONE","Confident","Song","17.5","2.24kHz to 7.84kHz","2.56","Song","5.5","2.24kHz to 7.84kHz","2.56","Song","12.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-OG-EI-0745-42-2_20170604_070900.wav"
"ABMI Edge-Interior Surveys 2017","ABMI","OG-EI-745-42-2","2017-06-04","7:09:00","Transcribed",NA,NA,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",2,"Brandon Law","ONE","Confident","","","","","Song","30.5","2.24kHz to 7.84kHz","2.56","","","","","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-OG-EI-0745-42-2_20170604_070900.wav"
"ABMI Ecosystem Health 2017","ABMI","1427-SW","2017-06-04","8:09:00","Transcribed",51.468898,-114.585999,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",1,0,0,0,"No audio quality issues",1,"Brandon Law","ONE","Confident","Song","11.5","2.24kHz to 7.84kHz","2.56","Song","14.5","2.24kHz to 7.84kHz","2.56","Song","0.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-1427-SW_20170604_080900.wav"
"ABMI Ecosystem Health 2017","ABMI","1211-SE","2017-06-05","7:08:00","Transcribed",52.919757,-114.499779,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,2,0,0,"No audio quality issues",1,"Brandon Law","ONE","Confident","Song","42.5","2.24kHz to 7.84kHz","2.56","Song","14.5","2.24kHz to 7.84kHz","2.56","Song","22.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-1211-SE_20170605_070800.wav"
"ABMI Ecosystem Health 2017","ABMI","446-SW","2017-06-05","7:08:00","Transcribed",57.059207,-112.259789,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",1,"Connor Charchuk","ONE","Confident","","","","","Song","52.5","2.24kHz to 7.84kHz","2.56","","","","","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0446-SW_20170605_070800.wav"
"ABMI Ecosystem Health 2017","ABMI","619-SW","2017-06-05","7:08:00","Transcribed",56.345371,-116.7113,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",1,"Kevan Cowcill","ONE","Confident","Song","10.5","2.24kHz to 7.84kHz","2.56","Song","4.5","2.24kHz to 7.84kHz","2.56","Song","2.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-0619-SW_20170605_070800.wav"
"ABMI Edge-Interior Surveys 2017","ABMI","OG-EI-490-41-1","2017-06-05","7:08:00","Transcribed",57.131789,-117.768153,NA,"OVEN","Seiurus aurocapilla","Ovenbird","3m 1SPM",0,0,0,0,"No audio quality issues",1,"Brandon Law","ONE","Confident","Song","46.5","2.24kHz to 7.84kHz","2.56","Song","0.5","2.24kHz to 7.84kHz","2.56","Song","0.5","2.24kHz to 7.84kHz","2.56","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","ABMI-OG-EI-0490-41-1_20170605_070800.wav"
